-18.92;13.20;936
0.01;0.00;1009
-0.30;0.35;1084
-2.60;2.49;1159
-6.80;6.40;1234
-12.00;10.30;1311
-17.00;12.30;1388
-19.00;12.40;1465
-19.00;12.30;1542
-18.00;12.30;1618
-18.00;12.30;1696
-18.00;12.30;1773
-18.00;12.30;1850
-18.00;12.30;1927
-18.00;12.30;2003
-18.00;12.30;2080
-18.00;12.30;2157
-18.00;12.30;2235
-18.00;12.30;2312
-18.00;12.30;2388
-18.00;12.30;2465
-18.00;12.30;2542
-18.00;12.30;2619
-18.00;12.30;2697
-18.00;12.30;2774
-18.00;12.30;2850
-18.00;12.30;2927
-18.00;12.30;3004
-18.00;12.30;3081
-18.00;12.30;3159
-18.00;12.30;3235
-18.00;12.30;3312
-18.00;12.30;3389
-18.00;12.30;3466
-18.00;12.30;3543
-18.00;12.30;3619
-18.00;12.30;3697
-18.00;12.30;3774
-18.00;12.30;3851
-18.00;12.30;3928
