-81.26;33.78;718
0.02;0.05;791
-0.30;0.38;865
-2.50;2.46;939
-6.60;6.17;1012
-12.00;11.60;1089
-21.00;18.90;1167
-31.00;25.10;1244
-42.00;29.40;1320
-53.00;31.70;1397
-62.00;32.10;1474
-70.00;31.90;1551
-75.00;31.90;1629
-79.00;31.90;1705
-81.00;31.90;1782
-81.00;31.90;1859
-81.00;31.90;1936
-81.00;31.90;2013
-81.00;31.90;2089
-81.00;31.90;2167
-81.00;31.90;2244
-81.00;31.90;2321
-81.00;31.90;2398
-81.00;31.90;2475
-81.00;31.90;2551
-81.00;31.90;2629
-81.00;31.90;2706
-81.00;31.90;2783
-81.00;31.90;2860
-81.00;31.90;2936
-81.00;31.90;3013
-81.00;31.90;3091
-81.00;31.90;3168
-81.00;31.90;3245
-81.00;31.90;3321
