-57.26;14.08;234264
0.00;0.01;234340
-0.40;0.39;234417
-2.80;2.67;234493
-7.40;6.79;234571
-14.00;11.00;234650
-23.00;13.10;234729
-33.00;13.40;234808
-42.00;13.20;234887
-49.00;13.20;234966
-53.00;13.20;235045
-56.00;13.20;235124
-57.00;13.20;235203
-57.00;13.20;235282
-57.00;13.20;235361
-57.00;13.20;235441
-57.00;13.20;235520
-57.00;13.20;235598
-57.00;13.20;235677
-57.00;13.20;235756
-57.00;13.20;235836
-57.00;13.20;235915
-57.00;13.20;235994
-57.00;13.20;236072
-57.00;13.20;236151
-57.00;13.20;236230
-57.00;13.20;236310
-57.00;13.20;236389
-57.00;13.20;236468
-57.00;13.20;236547
-57.00;13.20;236625
-57.00;13.20;236705
-57.00;13.20;236784
-57.00;13.20;236863
-57.00;13.20;236942
-57.00;13.20;237021
-57.00;13.20;237101
-57.00;13.20;237179
-57.00;13.20;237258
