-10.00;0.00;728
-0.20;0.00;801
-0.50;0.01;875
-2.70;0.01;949
-6.60;0.01;1022
-9.30;0.01;1098
-10.00;0.01;1174
-9.80;0.01;1249
-9.70;0.01;1324
-9.70;0.01;1398
-9.70;0.01;1473
-9.70;0.01;1548
-9.70;0.01;1623
-9.70;0.01;1698
-9.70;0.01;1773
-9.70;0.01;1848
-9.70;0.01;1923
-9.70;0.01;1997
-9.70;0.01;2072
-9.70;0.01;2147
-9.70;0.01;2222
-9.70;0.01;2297
-9.70;0.01;2372
-9.70;0.01;2447
-9.70;0.01;2522
-9.70;0.01;2596
-9.70;0.01;2671
-9.70;0.01;2746
-9.70;0.01;2821
-9.70;0.01;2896
-9.70;0.01;2971
-9.70;0.01;3046
-9.70;0.00;3121
-9.70;0.01;3195
-9.70;0.01;3270
-9.70;0.01;3345
-9.70;0.01;3420
-9.70;0.01;3495
