-81.26;33.78;100445
0.02;0.01;100520
-0.30;0.39;100598
-2.80;2.67;100675
-7.30;6.77;100752
-14.00;12.60;100831
-23.00;20.20;100910
-33.00;26.20;100988
-45.00;30.10;101068
-56.00;32.00;101147
-65.00;32.00;101226
-72.00;31.90;101305
-77.00;31.90;101384
-80.00;31.90;101464
-81.00;31.90;101542
-81.00;31.90;101621
-81.00;31.90;101700
-81.00;31.90;101779
-81.00;31.90;101859
-81.00;31.90;101938
-81.00;31.90;102017
-81.00;31.90;102095
-81.00;31.90;102174
-81.00;31.90;102253
-81.00;31.90;102333
-81.00;31.90;102412
-81.00;31.90;102491
-81.00;31.90;102569
-81.00;31.90;102648
-81.00;31.90;102728
-81.00;31.90;102807
-81.00;31.90;102886
-81.00;31.90;102965
-81.00;31.90;103044
-81.00;31.90;103123
-81.00;31.90;103202
-81.00;31.90;103281
-81.00;31.90;103360
-81.00;31.90;103439
-81.00;31.90;103518
-81.00;31.90;103598
-81.00;31.90;103676
-81.00;31.90;103755
-81.00;31.90;103834
-81.00;31.90;103913
