0.00;10.00;653
0.01;-0.20;727
0.00;0.04;799
0.00;2.21;872
0.00;6.03;945
0.00;8.48;1017
0.00;8.94;1091
0.00;8.73;1166
0.00;8.70;1240
0.00;8.70;1313
0.00;8.70;1387
0.00;8.70;1461
0.00;8.70;1534
0.00;8.70;1608
0.00;8.70;1682
0.00;8.70;1756
0.00;8.70;1830
0.00;8.71;1904
0.00;8.71;1978
0.00;8.70;2052
0.00;8.70;2125
0.00;8.70;2199
0.00;8.70;2273
0.00;8.70;2347
0.00;8.70;2420
0.00;8.70;2495
0.00;8.70;2569
0.00;8.70;2642
0.00;8.70;2716
0.00;8.71;2790
0.00;8.70;2864
0.00;8.70;2937
0.00;8.70;3011
0.00;8.71;3085
0.00;8.70;3160
0.00;8.70;3233
0.00;8.70;3307
0.00;8.71;3381
0.00;8.70;3454
0.00;8.70;3528
0.00;8.70;3602
0.00;8.70;3676
0.00;8.70;3749
0.00;8.70;3824
0.00;8.70;3898
0.00;8.70;3972
0.00;8.70;4045
0.00;8.70;4119
0.00;8.70;4193
0.00;8.70;4267
