-57.26;14.08;172295
0.00;0.01;172370
-0.40;0.39;172447
-2.80;2.68;172524
-7.30;6.80;172602
-14.00;11.00;172681
-23.00;13.20;172760
-33.00;13.40;172838
-42.00;13.20;172917
-49.00;13.20;172996
-53.00;13.20;173076
-56.00;13.20;173155
-57.00;13.20;173234
-57.00;13.20;173313
-57.00;13.20;173391
-57.00;13.20;173471
-57.00;13.20;173550
-57.00;13.20;173629
-57.00;13.20;173708
-57.00;13.20;173787
-57.00;13.20;173867
-57.00;13.20;173945
-57.00;13.20;174024
-57.00;13.20;174103
-57.00;13.20;174182
-57.00;13.20;174261
-57.00;13.20;174341
-57.00;13.20;174419
-57.00;13.20;174498
-57.00;13.20;174577
-57.00;13.20;174656
