-128.12;31.53;308187
0.01;0.01;308263
-0.40;0.39;308340
-2.80;2.69;308417
-7.30;6.83;308494
-14.00;12.70;308573
-23.00;20.00;308652
-33.00;25.40;308731
-45.00;28.80;308810
-58.00;30.20;308889
-71.00;30.00;308968
-85.00;30.00;309047
-98.00;30.00;309127
-108.00;30.00;309207
-116.00;30.00;309286
-122.00;30.00;309366
-126.00;30.00;309446
-128.00;30.00;309527
-128.00;30.00;309607
-128.00;30.00;309687
-128.00;30.00;309767
-128.00;30.00;309847
-128.00;30.00;309927
-128.00;30.00;310007
-128.00;30.00;310087
-128.00;30.00;310167
-128.00;30.00;310247
-128.00;30.00;310328
-128.00;30.00;310408
-128.00;30.00;310488
-128.00;30.00;310567
-128.00;30.00;310647
-128.00;30.00;310728
-128.00;30.00;310808
-128.00;30.00;310888
-128.00;30.00;310968
-128.00;30.00;311048
-128.00;30.00;311129
-128.00;30.00;311208
-128.00;30.00;311288
-128.00;30.00;311368
-128.00;30.00;311448
-128.00;30.00;311529
-128.00;30.00;311609
-128.00;30.00;311689
-128.00;30.00;311769
-128.00;30.00;311849
-128.00;30.00;311929
-128.00;30.00;312009
-128.00;30.00;312089
-128.00;30.00;312169
-128.00;30.00;312250
-128.00;30.00;312330
-128.00;30.00;312410
-128.00;30.00;312489
-128.00;30.00;312569
-128.00;30.00;312650
-128.00;30.00;312730
-128.00;30.00;312810
-128.00;30.00;312890
